Plant ID,Plant name,Country/Area,Status,year,is_operating
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2022,True
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2023,True
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2024,True
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2025,True
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2026,True
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2027,True
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2028,True
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2029,True
P100000120223,Bengang Steel Plates Co Ltd,China,retired,2030,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2020,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2021,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2022,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2023,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2024,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2025,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2026,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2027,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2028,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2029,True
P100000120223,Bengang Steel Plates Co Ltd,China,operating pre-retirement,2030,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2020,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2021,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2022,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2023,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2024,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2025,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2026,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2027,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2028,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2029,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,operating,2030,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2020,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2021,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2022,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2023,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2024,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2025,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2026,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2027,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2028,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2029,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,announced,2030,False
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2020,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2021,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2022,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2023,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2024,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2025,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2026,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2027,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2028,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2029,True
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,China,retired,2030,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2020,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2021,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2022,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2023,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2024,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2025,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2026,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2027,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2028,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2029,True
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,China,operating,2030,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2020,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2021,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2022,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2023,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2024,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2025,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2026,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2027,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2028,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2029,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,construction,2030,False
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2020,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2021,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2022,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2023,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2024,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2025,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2026,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2027,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2028,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2029,True
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,China,operating pre-retirement,2030,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2020,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2021,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2022,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2023,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2024,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2025,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2026,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2027,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2028,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2029,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,operating,2030,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,retired,2020,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,retired,2021,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,retired,2022,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,retired,2023,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,retired,2024,True
P100000120194,Changshu Longteng Special Steel Co Ltd,China,retired,2025,True
