company,year,production_t,emissions_tco2
Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],2023,942728.3228378731,1979729.4779595337
Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],2024,953033.5118973465,2001370.3749844276
Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],2025,0.0,0.0
Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],2026,0.0,0.0
Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],2027,0.0,0.0
Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],2028,0.0,0.0
Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],2029,0.0,0.0
Hong Kong Qianlong Co Ltd [67.2%]; natural person(s) [32.8%],2030,0.0,0.0
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2020,3835499.6803750265,8054549.328787556
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2021,3763634.0383549626,7903631.480545422
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2022,3721352.951290806,7814841.197710692
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2023,3770913.2913514925,7918917.911838135
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2024,3812134.047589386,8005481.49993771
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2025,0.0,0.0
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2026,0.0,0.0
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2027,0.0,0.0
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2028,0.0,0.0
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2029,0.0,0.0
Houying Group Haicheng Iron and Steel Co Ltd [100.0%],2030,0.0,0.0
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2020,3081184.743234605,6470487.960792671
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2021,3023452.6774784867,6349250.622704823
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2022,2989486.8708702805,6277922.428827589
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2023,3029300.3440523655,6361530.722509968
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2024,3062414.351563473,6431070.138283294
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2025,0.0,0.0
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2026,0.0,0.0
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2027,0.0,0.0
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2028,0.0,0.0
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2029,0.0,0.0
Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],2030,0.0,0.0
Huahong Iron and Steel Products Co Ltd [100.0%],2020,767099.9360750053,306839.97443000216
Huahong Iron and Steel Products Co Ltd [100.0%],2021,752726.8076709926,301090.723068397
Huahong Iron and Steel Products Co Ltd [100.0%],2022,744270.5902581612,297708.2361032645
Huahong Iron and Steel Products Co Ltd [100.0%],2023,754182.6582702985,301673.0633081194
Huahong Iron and Steel Products Co Ltd [100.0%],2024,762426.8095178772,304970.7238071509
Huahong Iron and Steel Products Co Ltd [100.0%],2025,0.0,0.0
Huahong Iron and Steel Products Co Ltd [100.0%],2026,0.0,0.0
Huahong Iron and Steel Products Co Ltd [100.0%],2027,0.0,0.0
Huahong Iron and Steel Products Co Ltd [100.0%],2028,0.0,0.0
Huahong Iron and Steel Products Co Ltd [100.0%],2029,0.0,0.0
Huahong Iron and Steel Products Co Ltd [100.0%],2030,0.0,0.0
Huainan Hongtai Steel Limited Liability Co [100.0%],2020,319624.97336458554,127849.98934583423
Huainan Hongtai Steel Limited Liability Co [100.0%],2021,313636.16986291355,125454.46794516542
Huainan Hongtai Steel Limited Liability Co [100.0%],2022,310112.74594090047,124045.0983763602
Huainan Hongtai Steel Limited Liability Co [100.0%],2023,314242.77427929104,125697.10971171642
Huainan Hongtai Steel Limited Liability Co [100.0%],2024,317677.8372991155,127071.1349196462
Huainan Hongtai Steel Limited Liability Co [100.0%],2025,0.0,0.0
Huainan Hongtai Steel Limited Liability Co [100.0%],2026,0.0,0.0
Huainan Hongtai Steel Limited Liability Co [100.0%],2027,0.0,0.0
Huainan Hongtai Steel Limited Liability Co [100.0%],2028,0.0,0.0
Huainan Hongtai Steel Limited Liability Co [100.0%],2029,0.0,0.0
Huainan Hongtai Steel Limited Liability Co [100.0%],2030,0.0,0.0
Huasheng Jiangquan Group Co Ltd [100.0%],2020,1725974.856168762,3624547.1979544004
Huasheng Jiangquan Group Co Ltd [100.0%],2021,1693635.3172597333,3556634.16624544
Huasheng Jiangquan Group Co Ltd [100.0%],2022,1674608.8280808625,3516678.5389698115
Huasheng Jiangquan Group Co Ltd [100.0%],2023,0.0,0.0
Huasheng Jiangquan Group Co Ltd [100.0%],2024,0.0,0.0
Huasheng Jiangquan Group Co Ltd [100.0%],2025,0.0,0.0
Huasheng Jiangquan Group Co Ltd [100.0%],2026,0.0,0.0
Huasheng Jiangquan Group Co Ltd [100.0%],2027,0.0,0.0
Huasheng Jiangquan Group Co Ltd [100.0%],2028,0.0,0.0
Huasheng Jiangquan Group Co Ltd [100.0%],2029,0.0,0.0
Huasheng Jiangquan Group Co Ltd [100.0%],2030,0.0,0.0
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2020,894949.9254208396,357979.9701683358
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2021,878181.2756161579,351272.5102464632
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2022,868315.6886345213,347326.27545380854
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2023,879879.7679820149,351951.907192806
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2024,889497.9444375234,355799.17777500936
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2025,0.0,0.0
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2026,0.0,0.0
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2027,0.0,0.0
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2028,0.0,0.0
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2029,0.0,0.0
Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,2030,0.0,0.0
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2020,2237374.813552099,894949.9254208396
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2021,2195453.189040395,878181.275616158
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2022,2170789.2215863033,868315.6886345213
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2023,2199699.4199550375,879879.7679820149
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2024,2223744.8610938084,889497.9444375234
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2025,0.0,0.0
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2026,0.0,0.0
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2027,0.0,0.0
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2028,0.0,0.0
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2029,0.0,0.0
Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],2030,0.0,0.0
Hubei Lijin Steel Group Co Ltd [100.0%],2020,2556999.7869166844,1022799.9147666738
Hubei Lijin Steel Group Co Ltd [100.0%],2021,2509089.3589033084,1003635.7435613234
Hubei Lijin Steel Group Co Ltd [100.0%],2022,2480901.9675272037,992360.7870108816
Hubei Lijin Steel Group Co Ltd [100.0%],2023,2513942.1942343283,1005576.8776937313
Hubei Lijin Steel Group Co Ltd [100.0%],2024,2541422.698392924,1016569.0793571696
Hubei Lijin Steel Group Co Ltd [100.0%],2025,0.0,0.0
Hubei Lijin Steel Group Co Ltd [100.0%],2026,0.0,0.0
Hubei Lijin Steel Group Co Ltd [100.0%],2027,0.0,0.0
Hubei Lijin Steel Group Co Ltd [100.0%],2028,0.0,0.0
Hubei Lijin Steel Group Co Ltd [100.0%],2029,0.0,0.0
Hubei Lijin Steel Group Co Ltd [100.0%],2030,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2020,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2021,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2022,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2023,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2024,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2025,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2026,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2027,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2028,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2029,0.0,0.0
Hubei Rongfu Real Estate Group Co Ltd [50.0%]; natural person(s) [50.0%],2030,0.0,0.0
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2020,383549.96803750267,153419.98721500108
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2021,376363.4038354963,150545.3615341985
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2022,372135.2951290806,148854.11805163225
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2023,377091.32913514925,150836.5316540597
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2024,381213.4047589386,152485.36190357545
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2025,0.0,0.0
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2026,0.0,0.0
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2027,0.0,0.0
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2028,0.0,0.0
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2029,0.0,0.0
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],2030,0.0,0.0
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2020,767099.9360750053,1610909.8657575112
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2021,752726.8076709926,1580726.2961090845
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2022,744270.5902581612,1562968.2395421385
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2023,754182.6582702985,1583783.582367627
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2024,762426.8095178772,1601096.2999875422
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2025,0.0,0.0
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2026,0.0,0.0
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2027,0.0,0.0
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2028,0.0,0.0
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2029,0.0,0.0
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],2030,0.0,0.0
Hunan Valin Steel Co Ltd [100.0%],2020,9716599.190283401,20404858.29959514
Hunan Valin Steel Co Ltd [100.0%],2021,9534539.563832572,20022533.0840484
Hunan Valin Steel Co Ltd [100.0%],2022,9427427.476603374,19797597.700867087
Hunan Valin Steel Co Ltd [100.0%],2023,9552980.338090448,20061258.709989943
Hunan Valin Steel Co Ltd [100.0%],2024,9657406.25389311,20280553.133175537
Hunan Valin Steel Co Ltd [100.0%],2025,0.0,0.0
Hunan Valin Steel Co Ltd [100.0%],2026,0.0,0.0
Hunan Valin Steel Co Ltd [100.0%],2027,0.0,0.0
Hunan Valin Steel Co Ltd [100.0%],2028,0.0,0.0
Hunan Valin Steel Co Ltd [100.0%],2029,0.0,0.0
Hunan Valin Steel Co Ltd [100.0%],2030,0.0,0.0
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2020,1534199.8721500107,3221819.7315150225
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2021,1505453.6153419851,3161452.592218169
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2022,1488541.1805163224,3125936.479084277
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2023,1508365.316540597,3167567.164735254
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2024,1524853.6190357544,3202192.5999750844
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2025,0.0,0.0
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2026,0.0,0.0
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2027,0.0,0.0
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2028,0.0,0.0
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2029,0.0,0.0
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],2030,0.0,0.0
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2020,831024.9307479225,332409.97229916905
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2021,815454.0416435753,326181.61665743013
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2022,806293.1394463412,322517.2557785365
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2023,817031.2131261567,326812.4852504627
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2024,825962.3769777003,330384.95079108013
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2025,0.0,0.0
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2026,0.0,0.0
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2027,0.0,0.0
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2028,0.0,0.0
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2029,0.0,0.0
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],2030,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2020,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2021,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2022,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2023,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2024,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2025,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2026,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2027,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2028,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2029,0.0,0.0
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],2030,0.0,0.0
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2020,19957383.336884722,41910505.00745792
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2021,19583442.446240325,41125229.13710468
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2022,19363439.856549826,40663223.69875464
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2023,19621318.825998932,41204769.53459776
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2024,19835804.16095677,41655188.73800922
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2025,0.0,0.0
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2026,0.0,0.0
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2027,0.0,0.0
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2028,0.0,0.0
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2029,0.0,0.0
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],2030,0.0,0.0
Inner Mongolia Desheng Industrial Group Co Ltd [57.2%]; natural person(s) [42.8%],2020,862987.428084381,1812273.5989772002
Inner Mongolia Desheng Industrial Group Co Ltd [57.2%]; natural person(s) [42.8%],2021,846817.6586298667,1778317.08312272
Inner Mongolia Desheng Industrial Group Co Ltd [57.2%]; natural person(s) [42.8%],2022,837304.4140404313,1758339.2694849058
Inner Mongolia Desheng Industrial Group Co Ltd [57.2%]; natural person(s) [42.8%],2023,848455.4905540858,1781756.5301635803
